image,person,embed_0,embed_1,embed_2,embed_3,embed_4,embed_5,embed_6,embed_7,embed_8,embed_9,embed_10,embed_11,embed_12,embed_13,embed_14,embed_15,embed_16,embed_17,embed_18,embed_19,embed_20,embed_21,embed_22,embed_23,embed_24,embed_25,embed_26,embed_27,embed_28,embed_29,embed_30,embed_31,embed_32,embed_33,embed_34,embed_35,embed_36,embed_37,embed_38,embed_39,embed_40,embed_41,embed_42,embed_43,embed_44,embed_45,embed_46,embed_47,embed_48,embed_49,embed_50,embed_51,embed_52,embed_53,embed_54,embed_55,embed_56,embed_57,embed_58,embed_59,embed_60,embed_61,embed_62,embed_63,embed_64,embed_65,embed_66,embed_67,embed_68,embed_69,embed_70,embed_71,embed_72,embed_73,embed_74,embed_75,embed_76,embed_77,embed_78,embed_79,embed_80,embed_81,embed_82,embed_83,embed_84,embed_85,embed_86,embed_87,embed_88,embed_89,embed_90,embed_91,embed_92,embed_93,embed_94,embed_95,embed_96,embed_97,embed_98,embed_99,embed_100,embed_101,embed_102,embed_103,embed_104,embed_105,embed_106,embed_107,embed_108,embed_109,embed_110,embed_111,embed_112,embed_113,embed_114,embed_115,embed_116,embed_117,embed_118,embed_119,embed_120,embed_121,embed_122,embed_123,embed_124,embed_125,embed_126,embed_127,distance
chris_evans1.png,Chris_Evans,-0.0607308931648731,0.1660425812005996,-0.0114532634615898,-0.1119857877492904,-0.1180408969521522,-0.0048435050994157,-0.0683821737766265,-0.0341291390359401,0.0780293568968772,0.0734795555472374,0.2286492884159088,-0.0597476139664649,-0.3374562859535217,-0.0193464234471321,-0.0236489735543727,0.0794721618294715,-0.1742154955863952,-0.1106036007404327,-0.0908425524830818,-0.1389463245868683,0.0506276711821556,-0.0158417504280805,-0.020946005359292,0.1172081530094146,-0.2628038227558136,-0.1971656382083892,-0.0125267524272203,-0.1816285103559494,0.0423567667603492,-0.1384808868169784,0.1064104810357093,0.0364412553608417,-0.1585143059492111,-0.0323246866464614,0.0179072227329015,0.0202649906277656,-0.0802923068404197,-0.1364060342311859,0.3076846003532409,-0.0358796007931232,-0.0607688166201114,0.0792911797761917,0.0718910843133926,0.2889820039272308,0.1386208981275558,0.0060691614635288,0.12718366086483,-0.0839592292904853,0.1423940509557724,-0.2497024536132812,0.0571522414684295,0.2433543056249618,0.1027515605092048,0.0729624181985855,0.0327992364764213,-0.2315777391195297,0.0402423255145549,0.2006813436746597,-0.2453860938549041,0.116432674229145,0.0412040278315544,0.0192265417426824,-0.0841922014951706,-0.1451451480388641,0.2111849635839462,0.0135358916595578,-0.1978710740804672,-0.0714815855026245,0.1190047264099121,-0.0894215106964111,-0.0521452501416206,0.1309535503387451,-0.151778757572174,-0.2170706242322921,-0.213294044137001,0.1431408673524856,0.3774564266204834,0.1699079573154449,-0.2442338019609451,0.0257919989526271,-0.0744609832763671,-0.088445708155632,-0.0272923484444618,0.0220691058784723,-0.095068372786045,-0.1310458928346634,-0.1035946980118751,0.0556754544377327,0.1976191997528076,-0.0271241180598735,0.03262684866786,0.2104464769363403,0.1139139235019683,-0.0366809740662574,-0.0252746976912021,0.0479057282209396,-0.2297435104846954,-0.0378859676420688,-0.0603256076574325,0.0029384857043623,0.0385527461767196,-0.0924815535545349,-0.0421847030520439,0.0750043019652366,-0.1615238040685653,0.2055408954620361,0.0312340874224901,-0.1032134890556335,-0.1082838028669357,-0.0089103505015373,-0.0999465510249137,-0.0227935556322336,0.2380797564983368,-0.2552138864994049,0.1619648486375808,0.1567537486553192,0.1064441427588462,0.1269547641277313,0.1196203678846359,0.0653489604592323,0.0013741832226514,0.0391293913125991,-0.168867751955986,-0.1180980056524276,0.0775158181786537,-0.0564922019839286,0.0648240521550178,0.0007171435281634,0.5413836991832892
chris_evans10.png,Chris_Evans,-0.1362359821796417,0.1078999564051628,0.0620970800518989,-0.0519190058112144,-0.1494097113609314,0.0141015341505408,0.0174903888255357,-0.0368948876857757,0.131168931722641,0.1020369827747345,0.2380222380161285,-0.0356362275779247,-0.374748170375824,0.0844217389822006,-0.076604887843132,0.0919800549745559,-0.1558832824230194,-0.1001379936933517,-0.1029639542102813,-0.1142152398824691,0.0243070814758539,-0.0087806219235062,-0.0685954093933105,0.0579548776149749,-0.2222621589899063,-0.2452451139688491,-0.0500704459846019,-0.1115806251764297,-0.0320432931184768,-0.1271193325519561,0.0939721763134002,0.039758238941431,-0.1311484724283218,-0.0442548878490924,0.0197423174977302,-0.0214128550142049,-0.0703037083148956,-0.1246269196271896,0.2451179027557373,-0.012525150552392,-0.1037585362792015,0.0773766413331031,0.0669869258999824,0.3187262415885925,0.0758735090494155,0.0247903931885957,0.0866528004407882,-0.1209290623664856,0.1424242258071899,-0.2755729258060455,0.0891046673059463,0.2431795746088028,0.1105594784021377,0.0432010665535926,0.0584454610943794,-0.2128986567258834,0.0419327057898044,0.1710160821676254,-0.2222494930028915,0.1523022800683975,0.1078686267137527,0.0041671078652143,-0.0124459490180015,-0.136294350028038,0.1959031969308853,0.0437107719480991,-0.1881960928440094,-0.0391750335693359,0.1159808039665222,-0.0464447736740112,-0.0269394628703594,0.0365833789110183,-0.1647774428129196,-0.2685610055923462,-0.2740596234798431,0.1749079227447509,0.4596480131149292,0.1150431483983993,-0.2353171855211258,0.0177408754825592,-0.1123130843043327,-0.0307832043617963,0.0021157639566808,0.0484384335577487,-0.1463317424058914,-0.1025204062461853,-0.137399822473526,0.0424520596861839,0.2123194336891174,-0.0010437741875648,0.0037733458448201,0.2422301769256591,0.0929791629314422,-0.066101849079132,0.0244889073073864,0.1041788905858993,-0.2074828147888183,-0.0552740022540092,-0.0552525632083416,0.0308313351124525,0.0486420765519142,-0.1290600001811981,-0.0138720292598009,0.090574562549591,-0.1787773966789245,0.1782764345407486,0.0278398729860782,-0.0502612888813018,-0.0737869217991828,-0.0169877335429191,-0.1034007519483566,-0.0369867384433746,0.2116947323083877,-0.2737244665622711,0.1662837564945221,0.1173133626580238,0.0746821984648704,0.135562464594841,0.0681642964482307,0.0607119426131248,-0.0315255150198936,0.0653529316186904,-0.1102046892046928,-0.0789104402065277,0.0691926106810569,-0.0468430370092392,0.0401012040674686,0.0587107352912426,0.5147011267441366
chris_evans11.png,Chris_Evans,-0.1287906169891357,0.1374631077051162,0.0336151830852031,-0.0857827141880989,-0.1427511870861053,0.063298113644123,-0.0115898605436086,-0.0302597042173147,0.0824258103966713,0.0818033367395401,0.2269732058048248,-0.0418009683489799,-0.3799412250518799,0.0509440153837204,-0.0175872687250375,0.1401032209396362,-0.1487421244382858,-0.0743483081459999,-0.0818471536040306,-0.1377197504043579,0.0336047895252704,0.0264648105949163,-0.0212854519486427,0.1239562854170799,-0.1935389041900634,-0.2323337644338607,-0.0349913462996482,-0.1290429532527923,0.0370345562696456,-0.1175003498792648,0.0440569370985031,0.0434775725007057,-0.1574011892080307,-0.0360992439091205,0.0484796985983848,0.0307944789528846,-0.0569188632071018,-0.1588145047426223,0.269052654504776,-0.0101951714605093,-0.0915990099310875,0.036977082490921,0.108962282538414,0.2816801071166992,0.0751500949263572,0.0080462088808417,0.1103765591979026,-0.0746468305587768,0.0814099386334419,-0.1934548318386078,0.0889124944806099,0.1754765957593917,0.072192907333374,0.0892529338598251,-0.0363207980990409,-0.2450641095638275,0.0012546107172966,0.1479572206735611,-0.2227236777544021,0.0970538780093193,0.0886288359761238,-0.0363589525222778,-0.057682380080223,-0.1459707766771316,0.1867487579584121,0.0975935235619545,-0.1382620483636856,-0.1544842720031738,0.1380447447299957,-0.1328925043344497,-0.062273059040308,0.0735997483134269,-0.1481557339429855,-0.1437697857618332,-0.2316393703222274,0.102310836315155,0.3292369246482849,0.1325485408306121,-0.2220579534769058,-0.0389159359037876,-0.0703897625207901,-0.0706469640135765,-0.0030343453399837,0.0625739470124244,-0.0740563422441482,-0.0592580959200859,-0.071786031126976,0.0294504202902317,0.2523007392883301,-0.0021904557943344,0.0156130278483033,0.2417193502187729,0.1386744529008865,-0.0783130154013633,0.0488821193575859,0.0830257833003997,-0.17222960293293,-0.0817484185099601,-0.1034143045544624,-0.0001964010298252,-0.0485210865736007,-0.1243575662374496,-0.0084912292659282,0.0977307334542274,-0.2136929780244827,0.189820110797882,0.0277655571699142,-0.0920959934592247,-0.0969904586672782,0.023030899465084,-0.1273483484983444,-0.0566773787140846,0.2403555512428283,-0.2122844010591507,0.1421517133712768,0.170383334159851,0.1195841059088707,0.1126545220613479,0.0886018127202987,0.1193148717284202,-0.0146960159763693,0.0230247601866722,-0.1373208612203598,-0.1022911593317985,0.093067929148674,-0.0571603626012802,0.0552288591861724,0.0457651764154434,0.411154849123925
chris_evans12.png,Chris_Evans,-0.0725081637501716,0.1826923489570617,0.0586752966046333,-0.1052676811814308,-0.1501911580562591,0.0161042716354131,-0.0304172486066818,0.0194267518818378,0.1359264403581619,0.0619164034724235,0.1604786515235901,-0.0352986939251422,-0.3555547595024109,0.1007209122180938,-0.0172530114650726,0.1065656840801239,-0.1740853190422058,-0.0968735814094543,-0.1139957010746002,-0.1383926123380661,0.0425056293606758,0.0268475841730833,-0.0386624112725257,0.0683754310011863,-0.2017461359500885,-0.2697888612747192,-0.0100120119750499,-0.0831018984317779,0.0777119472622871,-0.1151347160339355,0.1296051442623138,-0.0406494811177253,-0.1977657973766327,0.0280200839042663,0.0059994552284479,0.0149227958172559,-0.0426741130650043,-0.1277063488960266,0.2715502977371216,0.0002447739243507,-0.1523208022117614,0.0289766360074281,0.0459059998393058,0.2421585172414779,0.0849061980843544,0.0218546092510223,0.0940890461206436,-0.0937712788581848,0.170056015253067,-0.213098719716072,0.0766170471906662,0.2507179379463196,0.0904480814933776,0.0424289479851722,0.0310067757964134,-0.2188179045915603,0.0768507272005081,0.1577040553092956,-0.2827540338039398,0.0997370406985282,0.0978386774659156,0.016585012897849,-0.0658468306064605,-0.1001294031739234,0.1562713980674743,0.0231986697763204,-0.1457113176584243,-0.1608813852071762,0.1447838991880417,-0.1512899994850158,-0.015138953924179,0.0878130793571472,-0.1222025379538536,-0.1637355834245681,-0.3104499280452728,0.0657870918512344,0.3723961114883423,0.0750167816877365,-0.1945220381021499,0.014574903063476,-0.0558522120118141,-0.0608070977032184,0.0084476880729198,0.0458780080080032,-0.1510429233312606,-0.0808483362197876,-0.1071321666240692,0.0792303532361984,0.2310899645090103,-0.0174963921308517,0.007909077219665,0.1960276216268539,0.1041435226798057,-0.0288176480680704,-0.0385084711015224,0.0964519828557968,-0.2018193304538726,-0.0425120070576667,-0.0240961164236068,0.0734123215079307,0.0382718741893768,-0.1190851256251335,-0.0539844743907451,0.0969904065132141,-0.2437644600868225,0.2046322077512741,0.0309011787176132,-0.0818543583154678,-0.09271190315485,0.0366565212607383,-0.1608142554759979,-0.0578386485576629,0.2533521652221679,-0.2496995627880096,0.2034252285957336,0.201420247554779,0.0341532714664936,0.0739340186119079,0.0702075734734535,0.0609904453158378,0.0015122182667255,0.0423609316349029,-0.1667962372303009,-0.1194862946867942,0.0023124366998672,-0.1191416159272193,0.0126433111727237,0.0507882945239543,0.4091050504071988
chris_evans13.png,Chris_Evans,-0.0658695772290229,0.1730210036039352,0.0500254556536674,-0.0872622057795524,-0.0573255345225334,-0.042756613343954,-0.0434277206659317,0.01128735486418,0.1144193857908248,0.0422624200582504,0.2040338516235351,-0.0233399718999862,-0.3292558491230011,0.0308427680283784,0.0183168314397335,0.0744258463382721,-0.193778783082962,-0.071586899459362,-0.0974765866994857,-0.1596353352069854,0.1130796819925308,0.0670308917760849,-0.0376844629645347,0.0948166698217392,-0.235445037484169,-0.2495149672031402,-0.0417460203170776,-0.1695529520511627,-0.0197248198091983,-0.1404390335083007,0.12623330950737,-0.0110551221296191,-0.1271844357252121,-0.0335445255041122,0.0661536008119583,0.0554683841764926,-0.0508084632456302,-0.0899732559919357,0.244423970580101,-0.0039073610678315,-0.1186755821108818,0.0572198592126369,0.077822059392929,0.3013160526752472,0.134749487042427,-0.0081781949847936,0.1115059703588485,-0.1054508164525032,0.1878546178340912,-0.1850624829530716,0.0633643716573715,0.2283118963241577,0.1481727361679077,0.0744973272085189,0.0779961571097374,-0.1944337338209152,0.0637320578098297,0.2155614048242569,-0.27644944190979,0.1097620725631713,0.1380767822265625,-0.0511716529726982,-0.0229721385985612,-0.036074049770832,0.1552995145320892,-0.0272328779101371,-0.2034314572811126,-0.1316146999597549,0.1232558935880661,-0.1170274317264556,-0.0512967482209205,0.133775308728218,-0.1598513126373291,-0.2189666628837585,-0.2695658802986145,0.1114655807614326,0.419354647397995,0.0929830074310302,-0.1952292174100875,0.0253812111914157,-0.115985982120037,-0.0535434521734714,0.0134269036352634,0.0666398331522941,-0.0987209230661392,-0.0800331234931945,-0.1154029816389083,0.0945950523018837,0.2077338099479675,0.0118241198360919,-0.0054131504148244,0.1791566610336303,0.074086382985115,-0.0164462141692638,-0.0001318491995334,0.0531895160675048,-0.2369595915079116,-0.0390496999025344,-0.0798323154449462,0.0292118843644857,-0.059262104332447,-0.1251782476902008,-0.067225158214569,0.0768114030361175,-0.1957172900438308,0.2009562402963638,0.0337092578411102,-0.0970350354909896,-0.1534296721220016,0.0091467425227165,-0.1540187448263168,-0.0119336992502212,0.2249707877635955,-0.2805861830711365,0.1499135643243789,0.1736019998788833,0.1130145192146301,0.1228270828723907,0.078360378742218,0.0341182686388492,0.0029270919039845,-0.0193594135344028,-0.2111224681138992,-0.0742410868406295,0.0420618280768394,-0.0305502135306596,0.068851538002491,-0.0274845212697982,0.4191401937225611
chris_evans14.png,Chris_Evans,-0.0879090130329132,0.1582882106304168,0.0230764634907245,-0.0352465324103832,-0.1410279273986816,0.0299009531736373,-0.0179609395563602,-0.0306035578250885,0.1003377512097358,0.0602649971842765,0.1909296512603759,-0.0277246944606304,-0.3462865352630615,0.0831485316157341,-0.0701674222946167,0.0806601196527481,-0.1087272614240646,-0.1080988273024559,-0.0817695334553718,-0.0860739052295684,0.0339038856327533,-0.026983518153429,-0.0252418909221887,0.0660930722951889,-0.2118424326181411,-0.2213796526193618,-0.0576348640024662,-0.1505457162857055,0.0117176845669746,-0.1245454177260398,0.1132858097553253,0.0331466235220432,-0.1164194867014885,0.002677384763956,-0.0074423663318157,-0.016866035759449,-0.0707967653870582,-0.1368540376424789,0.3139067590236664,-0.0387911051511764,-0.0922355651855468,0.0591926202178001,0.0893943309783935,0.3083941042423248,0.1212941259145736,-0.0203011445701122,0.1150573790073394,-0.072445198893547,0.1569975912570953,-0.2276079952716827,0.075839526951313,0.2108918279409408,0.1513088494539261,0.103745013475418,0.0349533110857009,-0.1881923675537109,0.0727302134037017,0.1823807507753372,-0.2587184906005859,0.1031039208173751,0.0556092150509357,0.0547896847128868,-0.0382031202316284,-0.0891148969531059,0.2016670405864715,0.0640303418040275,-0.1469797194004058,-0.1114363148808479,0.1357969939708709,-0.1398947089910507,-0.0453007966279983,0.0696514472365379,-0.180116131901741,-0.2158438861370086,-0.2210623472929,0.1346095651388168,0.350013256072998,0.1665333807468414,-0.1983360350131988,0.0439621098339557,-0.0619307607412338,-0.0847233384847641,-0.0229382701218128,0.038851074874401,-0.09951151907444,-0.1381105780601501,-0.1014568880200386,0.022919412702322,0.2276739180088043,-0.0404185019433498,0.0013221555855125,0.1943550258874893,0.1282136440277099,-0.0872626230120658,-0.0157236196100711,0.0561420060694217,-0.2010416090488433,-0.0217444710433483,-0.073509506881237,0.0290192179381847,-0.024147655814886,-0.0704914480447769,-0.0321257300674915,0.086478054523468,-0.1859757304191589,0.1944441497325897,0.0121903195977211,-0.0651878118515014,-0.095771200954914,0.0031830975785851,-0.1257421225309372,-0.0407997518777847,0.2125696986913681,-0.2387238144874572,0.1549981534481048,0.1076990216970443,0.0535763874650001,0.0965609103441238,0.0866123512387275,0.0779438614845275,0.02880241535604,0.0741612389683723,-0.152359738945961,-0.098360538482666,0.0805703476071357,-0.053013939410448,0.0062423180788755,0.0388873554766178,0.4973288556831284
chris_evans15.png,Chris_Evans,-0.0300036109983921,0.1540376991033554,0.0029053739272058,-0.0099186124280095,-0.0810527056455612,0.0259665939956903,-0.0382699109613895,-0.0571870356798172,0.153332233428955,0.0381177887320518,0.12336977571249,-0.0293131954967975,-0.3249602019786834,0.0706839263439178,-0.0470192618668079,0.080529898405075,-0.1569882035255432,-0.1603109985589981,-0.1164973154664039,-0.1238319352269172,-0.0020574138034135,-0.0449041686952114,-0.0248475410044193,0.0803954228758812,-0.223897635936737,-0.1943952888250351,-0.0497642047703266,-0.1021032705903053,0.0392299517989158,-0.0791302993893623,0.0837864503264427,-0.0134794935584068,-0.1715645641088485,-0.0014318451285362,0.0045703612267971,0.0279303174465894,-0.0922126322984695,-0.1301221549510955,0.3059237897396087,-0.0120255714282393,-0.0696512833237648,0.0719270780682563,0.0113748144358396,0.2815321087837219,0.1267866492271423,-0.0016068490222096,0.0902725011110305,-0.1201929599046707,0.178128957748413,-0.1938501745462417,0.0597297996282577,0.2625109255313873,0.1415028274059295,0.1038921475410461,0.0075644589960575,-0.2105870842933654,0.0699586495757103,0.2538919448852539,-0.2196598201990127,0.1214702725410461,0.0501651614904403,-0.0212268941104412,-0.0441267043352127,-0.1065548285841941,0.1836552172899246,0.010319048538804,-0.1484391838312149,-0.1196350753307342,0.1709546148777008,-0.0959323048591613,-0.0275976583361625,0.069019891321659,-0.1208465918898582,-0.2212726473808288,-0.2662943303585052,0.1053908914327621,0.3910479843616485,0.1189087629318237,-0.2126311361789703,0.0388128235936164,-0.0762015953660011,-0.0561994984745979,-0.020111184567213,0.0398870334029197,-0.1452281475067138,-0.1386138647794723,-0.1319968700408935,0.0144818890839815,0.2310360223054886,0.0040297079831361,-0.0058961049653589,0.1423233598470688,0.0973453521728515,-0.0448292717337608,-0.01805055513978,0.0410423837602138,-0.2003536224365234,-0.0004348685033619,-0.0798734277486801,0.0330355912446975,-0.0212531350553035,-0.1012883856892585,-0.0526214987039566,0.0514088831841945,-0.1737289875745773,0.2132302075624466,0.063207671046257,-0.0717473849654197,-0.0886107236146926,0.003735804464668,-0.1621379852294922,-0.0190198235213756,0.2615556418895721,-0.313508927822113,0.1715324968099594,0.1507662832736969,0.0965111255645752,0.1343075037002563,0.078578419983387,0.1024214848875999,-0.019088877364993,0.0616762712597847,-0.2023200839757919,-0.0991602316498756,0.0482902973890304,-0.0475023426115512,0.0324803292751312,0.0761281326413154,0.4975174183896744
chris_evans16.png,Chris_Evans,-0.1318784803152084,0.1406868249177932,0.0620418153703212,-0.0901363268494606,-0.1348685026168823,0.0196240022778511,-0.013807363808155,-0.0337052531540393,0.0626587644219398,0.0890998616814613,0.2479671835899353,-0.0227964706718921,-0.3446963727474212,0.0840817838907241,-0.0251327194273471,0.1201211214065551,-0.1122985780239105,-0.0782705843448638,-0.1611938923597335,-0.1686964184045791,-0.0320673137903213,0.0217749774456024,-0.0193431191146373,0.1208625137805938,-0.2226980924606323,-0.1996018141508102,-0.0477340184152126,-0.1374166458845138,-0.0310991033911705,-0.1376032680273056,0.0898382365703582,-0.0374721325933933,-0.1669307053089141,-0.0450537577271461,0.0454628244042396,-0.0369629189372062,-0.1411658972501754,-0.1803525686264038,0.2603694200515747,-0.0416858792304992,-0.0858580097556114,0.0528315901756286,0.1547998338937759,0.2829137146472931,0.1264118999242782,-0.0084819300100207,0.0722347944974899,-0.0898176655173301,0.0991919115185737,-0.2075283676385879,0.0582797303795814,0.1728753894567489,0.0990091487765312,0.1238849610090255,0.0240778625011444,-0.1745422035455703,0.0658162683248519,0.2041725814342498,-0.1994539946317672,0.1139077693223953,0.0663368180394172,-0.0475068055093288,-0.0675476640462875,-0.1396575421094894,0.2046558409929275,0.0996983796358108,-0.1647943258285522,-0.1328084021806717,0.0868478715419769,-0.1216943338513374,-0.0805592536926269,0.0897249281406402,-0.133198544383049,-0.1986960172653198,-0.2543030083179474,0.1053953021764755,0.3376020789146423,0.1525317430496215,-0.2490528523921966,-0.0278905108571052,-0.0880093500018119,-0.015709139406681,0.0028601386584341,0.0260680112987756,-0.1150184720754623,-0.1371143013238906,-0.079334869980812,0.0044745933264493,0.2544604539871216,-0.0033088158816099,-0.0095195593312382,0.2143809348344802,0.1010979413986206,-0.101840429008007,0.042605634778738,0.0816503465175628,-0.2164459973573684,-0.0679706707596778,-0.0651899650692939,0.0158428512513637,-0.007036643102765,-0.1142003163695335,-0.0051487139426171,0.073160134255886,-0.2024626582860946,0.1944335252046585,0.0403275080025196,-0.0599007941782474,-0.0485263802111148,0.0527106933295726,-0.1300106644630432,-0.0679481923580169,0.2200133800506591,-0.2533518970012665,0.2002644687891006,0.1547851115465164,0.0613207221031188,0.097938522696495,0.1069476976990699,0.1015005558729171,-0.0633248388767242,0.0836167111992836,-0.1064363643527031,-0.0973344817757606,0.0863256976008415,-0.051568403840065,0.0936821103096008,0.0268516279757022,0.5002468435789101
chris_evans17.png,Chris_Evans,-0.0845961645245552,0.1495249420404434,0.1064634397625923,-0.0353854000568389,-0.1117321699857711,-0.0107260234653949,-0.070744976401329,-0.1148331686854362,0.1160684078931808,0.0347959324717521,0.2589851915836334,0.0068733384832739,-0.3497589826583862,0.0421971753239631,-0.011566262692213,0.0729901045560836,-0.1358880698680877,-0.0813359022140502,-0.0896871536970138,-0.1328964978456497,-0.0068196351639926,0.0240117032080888,-0.0495619922876358,0.096999354660511,-0.189192920923233,-0.2357782423496246,-0.0875962600111961,-0.0505582317709922,-0.0154974441975355,-0.1187753975391388,0.0754176452755928,-0.0117839919403195,-0.1580289751291275,-0.0649717897176742,0.0238798428326845,0.0453720726072788,-0.1207265630364418,-0.1425417065620422,0.2774854004383087,-0.0157235953956842,-0.0621225871145725,0.0635326728224754,0.0997998267412185,0.2537237405776977,0.1066905856132507,0.0146151203662157,0.1209957599639892,-0.1352615058422088,0.1472150832414627,-0.2084380388259887,0.0659272298216819,0.2488038539886474,0.1108310371637344,0.0847440585494041,0.0341649204492569,-0.2596222460269928,0.016219425946474,0.2109243273735046,-0.2349848002195358,0.1128590255975723,0.1066123098134994,-0.0275926254689693,-0.0352868996560573,-0.0511136688292026,0.1942443996667862,0.0992197096347808,-0.1444686949253082,-0.1512293964624405,0.149294376373291,-0.0940491557121276,-0.0610029026865959,0.1122075617313385,-0.139387845993042,-0.2275995165109634,-0.2455022037029266,0.1267376840114593,0.4358378946781158,0.104229062795639,-0.2072216272354126,0.0019062552601099,-0.1180377826094627,-0.0943566113710403,0.0039118863642215,0.0269145779311656,-0.0793406069278717,-0.1139817610383033,-0.1366836279630661,0.080473206937313,0.2192981988191604,0.0640395581722259,0.0080917011946439,0.2056798338890075,0.135842427611351,-0.0058785695582628,0.0352568365633487,0.086808905005455,-0.2351023554801941,-0.0150928441435098,-0.1209922060370445,0.0009677354246377,-0.0177065059542655,-0.0162934008985757,0.0223025381565094,0.0768423900008201,-0.1404037177562713,0.2594119608402252,0.0572777688503265,-0.0787444412708282,-0.106956772506237,-0.0344089828431606,-0.1263075917959213,0.0093824584037065,0.2277215123176574,-0.297841727733612,0.1716669797897339,0.0675532668828964,0.0826423391699791,0.1436024308204651,0.0784821957349777,0.0817700698971748,-0.0109421238303184,-0.0156754180788993,-0.1647065281867981,-0.0773716941475868,0.0144464252516627,-0.0755511820316314,0.1155377030372619,0.0429877340793609,0.40232653628433
chris_evans18.png,Chris_Evans,-0.0406206883490085,0.1526068449020385,0.0145995132625103,-0.040353700518608,-0.1497672945261001,0.0615567117929458,-0.012034323066473,-0.0845022276043891,0.1417455673217773,0.0310620814561843,0.1474559009075164,-0.0300626866519451,-0.3756155669689178,0.0534063875675201,-0.0388829186558723,0.1147361099720001,-0.0963389724493026,-0.1364174336194992,-0.1151766180992126,-0.1010797098278999,0.0447982586920261,-0.0167738609015941,-0.0380770824849605,0.0842297822237014,-0.166005477309227,-0.1672744154930114,-0.0247391536831855,-0.1274520009756088,0.038216046988964,-0.1073583513498306,0.0213122889399528,0.0447721034288406,-0.1221634075045585,-0.0188633203506469,-0.0132468752562999,-0.005792886018753,-0.0654754340648651,-0.1314146667718887,0.3262549042701721,-0.0236728619784116,-0.1030018180608749,0.0508486777544021,0.0382702909409999,0.2467835694551468,0.1406211704015731,-0.028789646923542,0.1190861761569976,-0.0875496566295623,0.1007900312542915,-0.21558178961277,0.0401138141751289,0.233901172876358,0.1255534589290619,0.0771860778331756,0.0519204661250114,-0.2508617043495178,0.0357797294855117,0.1420590430498123,-0.1913191527128219,0.0936671569943428,0.0873799473047256,0.0013134609907865,-0.0297325234860181,-0.0775044560432434,0.2259858101606369,-0.0096039054915308,-0.127223253250122,-0.1004681065678596,0.1790851652622223,-0.0957523435354232,-0.0660239458084106,0.0629839301109314,-0.1617151200771331,-0.1785308569669723,-0.227791354060173,0.1185041889548301,0.3859609961509704,0.1523149013519287,-0.2683852612972259,0.0353127345442771,-0.092754878103733,-0.0887162908911705,0.0285943634808063,0.0139395967125892,-0.0713596642017364,-0.1286872327327728,-0.1412988752126693,0.0063312426209449,0.2259223461151123,-0.0374829620122909,0.0383217297494411,0.2129313796758651,0.1626144349575042,-0.0877638533711433,-0.0065651107579469,0.0647976323962211,-0.1547698676586151,-0.019729696214199,-0.1058713346719741,0.0230645090341568,0.0097614275291562,-0.0875746309757232,-0.0180614180862903,0.1106123253703117,-0.1785015761852264,0.1574199944734573,0.0193113926798105,-0.0891015455126762,-0.1339028775691986,-0.0175082981586456,-0.166125938296318,-0.0170453637838363,0.2459185719490051,-0.2418403923511505,0.1171323955059051,0.1296240538358688,0.0641219615936279,0.0668596103787422,0.0816990658640861,0.1023386567831039,0.0293741673231124,0.032871276140213,-0.1748001128435135,-0.1229975447058677,0.0917551442980766,-0.0452559404075145,0.0096403751522302,0.0992837622761726,0.464038605563182
